Source	Target	Type	Citation
SREBF2	NPC1L1	1	21123766
SREBF2	NPC1L1	Unknown	20460578;21527728
SREBF2	PCSK9	1	17448444;17921436;21123766;22288532
SREBF2	PON1	1	20728021
SREBF2	PON2	1	19497963
SREBF2	PPARG	Unknown	10409739
SREBF2	PRSS8	Unknown	16806080
SRF	ACTA1	Unknown	15623502
SRF	CFTR	Unknown	16170155
SRF	CREB1	2	1531519
SRF	DMD	Unknown	9032300
SRF	FHL2	Unknown	22456196
SRF	FOS	1	10742173;9734357
SRF	FOS	Unknown	11846562;2200737;2493627
SRF	FOSL1	1	15806162
SRF	FXN	Unknown	20808827
SRF	HMGXB4	Unknown	20511232
SRF	HMGXB4	Unknown	20511232
SRF	KPNA1	Unknown	21131446
SRF	KPNB1	Unknown	21131446
SRF	LMO7	Unknown	21670154
SRF	MCL1	Unknown	9880563
SRF	MMP14	1	12654640
SRF	MMP2	1	12654640
SRF	MMP9	Unknown	19724058
SRF	MYL9	Unknown	19724058
SRF	PLAU	1	15514113
SRF	PLG	1	15514113
SRF	PRRX1	Unknown	18604245
SRF	SAMD4A	1	16814806
SRF	SERPINE1	2	15514113
SRF	SMN1	1	15550677
SRF	TAGLN	1	14970199
SRF	UBE2S	1	18780286
SRSF1	MYC	Unknown	22545246
SRSF1	NFKB1	2	19183244
SRY	ETV2	1	22613723
SRY	NFKBIB	Unknown	12475944
SRY	PROM1	Unknown	21947321
SRY	SOX9	1	11980203;19513096;19753101;22215485;22613723
SRY	SOX9	Unknown	21408189;21412441
SRY	TH	Unknown	20124442;22568433
SRY	WDR5	1	22523547
SSB	HAP1	2	11781104
SSB	LAMB1	1	21896617
SSB	XIAP	Unknown	10848591
SSX2	MMP2	Unknown	15781633
STAT1	ACAT1	Unknown	18000807
STAT1	APP	Unknown	9841227
STAT1	BAX	Unknown	17346710
STAT1	CCL2	Unknown	12388243;17167270
STAT1	CCL3	1	16628196
STAT1	CCR1	1	16628196
STAT1	CD22	1	12855573
STAT1	CD40	1	10823830;15182726
STAT1	CD40LG	1	12855573
STAT1	CD86	Unknown	10773351
STAT1	CDKN1A	1	10023678
STAT1	CEBPE	1	16918696
STAT1	CFTR	1	19061877
STAT1	CFTR	2	19061877
STAT1	CHAT	Unknown	12425940
STAT1	CIITA	1	11397960;11464288;12847226;9491997
STAT1	CIITA	Unknown	10202014;15247301;9551976
STAT1	CTSB	Unknown	11556541
STAT1	CTSL	Unknown	11556541
STAT1	CXCL10	2	22022583
STAT1	CXCL10	Unknown	19479051;23153456
STAT1	EDN1	1	20217138
STAT1	EGFR	Unknown	10558875;22693070
STAT1	FAS	Unknown	16317104
STAT1	FCGR1A	Unknown	14734612
STAT1	FCGRT	2	18566411
STAT1	FGF2	1	23086340
STAT1	FGF2	2	23086340
STAT1	FGFR3	2	16410555
STAT1	FOXP3	Unknown	19124747
STAT1	GAST	1	20568281
STAT1	GAST	Unknown	20949125
STAT1	GLS	Unknown	22479354
STAT1	HLA-E	Unknown	11137213
STAT1	HMOX1	1	19129475
STAT1	HSP90AA1	2	12940076
STAT1	ICAM1	1	12651068;9888295;9990314
STAT1	IFIT3	Unknown	17050680
STAT1	IFNA1	2	18616672
STAT1	IFNA1	Unknown	17050680
STAT1	IFNB1	2	19096445
STAT1	IFNG	1	13678429
STAT1	IFNG	2	15055356;18616672
STAT1	IFNG	Unknown	16195385;20004484
STAT1	IFNLR1	Unknown	20372826
STAT1	IL10	Unknown	20709027
STAT1	IL1B	1	17386941
STAT1	IL1R1	Unknown	15972639
STAT1	IL27	Unknown	22761702
STAT1	IL2RA	Unknown	10068671;12244150
STAT1	IL6	2	18616672
STAT1	IRF1	1	18497060;18694960;8647845
STAT1	IRF1	2	22002246
STAT1	IRF1	Unknown	10068671;10764778;12077266;18401423;24478085
STAT1	IRF7	1	16628196
STAT1	IRF8	1	16918696;19074829
STAT1	IVL	2	10585866
STAT1	JAK2	1	21239533
STAT1	KRT17	1	21796151
STAT1	LCN2	Unknown	24391115
STAT1	LY96	1	21572044
STAT1	MMP13	2	17179173
STAT1	MMP9	2	19965686
STAT1	MUC1	1	17151127
STAT1	MUC4	1	19757157;22537161
STAT1	MVP	1	16418217
STAT1	NOS2	1	12586443
STAT1	NOS2	Unknown	16318585
STAT1	NOX1	Unknown	19834108
STAT1	NOX4	Unknown	19834108
STAT1	NOX5	1	22348975
STAT1	NR1H4	2	19393742
STAT1	OPRM1	1	15448191
STAT1	PIM1	Unknown	10068671
STAT1	PLSCR1	Unknown	16260419
STAT1	PML	1	21115099;22589541
STAT1	PML	Unknown	15519999
STAT1	PPARA	1	24242046
STAT1	PRKCE	2	24825907
STAT1	PSMB9	Unknown	10764778;10921891;16703666;9632673
STAT1	PTGS2	1	12586443
STAT1	PTGS2	Unknown	10433370;16685393
STAT1	S100A10	1	12645529
STAT1	SCARB1	Unknown	17998316
STAT1	SMARCA4	Unknown	16195385
STAT1	SOCS3	Unknown	19115200
STAT1	STAT2	1	16918696
STAT1	STAT3	Unknown	22693070
STAT1	TAP1	Unknown	15778351;9632673
STAT1	TBX21	Unknown	18414429
STAT1	TIMP1	Unknown	11918744
STAT1	TLR3	1	16628196
STAT1	TNFSF13B	Unknown	23271704
STAT1	TP53	1	14602726
STAT1	TP53	Unknown	24655378
STAT1	UPP1	1	20544543
STAT1	VIP	Unknown	12425940
STAT1	XAF1	Unknown	18035482
STAT2	CCL2	Unknown	17167270
STAT2	IFIT3	Unknown	19351818;20403236
STAT2	IFNA1	Unknown	15827155
STAT2	IRF1	1	8647845
STAT2	NOS2	1	12586443
STAT2	PML	Unknown	17062732
STAT2	PTGS2	1	12586443
STAT2	RCAN1	Unknown	22426484
STAT2	SCARB1	Unknown	17998316
STAT2	SCARB2	Unknown	17998316
STAT2	STAT1	Unknown	21498520
STAT3	A2M	Unknown	11466367
STAT3	ABCA1	Unknown	19783654
STAT3	AKAP12	1	22584896
STAT3	AKT1	Unknown	16007214
STAT3	AR	Unknown	23906537
STAT3	BCL2	1	15184887;15805299;18839277;19926637;21435102;22504301
STAT3	BCL2	2	22313388
STAT3	BCL2	Unknown	18320073;20043094;20446017;21172343;21344490;21385902
STAT3	BCL2L1	1	11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3	BCL2L1	2	20067773
STAT3	BCL2L1	Unknown	15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3	BCL6	1	20228272;23716595
STAT3	BIRC5	1	15184887;16651438;17880940;19284568;19880237
STAT3	BIRC5	Unknown	15469392;20826784;21344490
STAT3	CCL11	1	19265112
STAT3	CCL11	Unknown	20169197
STAT3	CCL2	1	24429361
STAT3	CCND1	1	16651438;19880237;19926637;21435102;22218594
STAT3	CCND1	2	19880237;22313388
STAT3	CCND1	Unknown	12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490
STAT3	CCND2	Unknown	12147685
STAT3	CCND3	1	15184887
STAT3	CD46	1	17699108
STAT3	CDH1	Unknown	18320073;22205702
STAT3	CDK4	1	22218594
STAT3	CDKN1A	1	10023678;15286705
STAT3	CDKN1A	Unknown	16923815;18320073;20654581
STAT3	CDKN1B	Unknown	18320073
STAT3	CFB	1	22169226
STAT3	CFLAR	Unknown	18222423
STAT3	CHI3L1	1	21953450
STAT3	CISH	1	14630083
STAT3	COPS5	Unknown	21689417
STAT3	CRP	1	12667216;20978825;23361365
STAT3	CRP	Unknown	18292576
STAT3	CSRP1	1	8621622
STAT3	CSRP1	Unknown	18292576
STAT3	CTGF	2	21245987
STAT3	CXCL8	Unknown	17726017
STAT3	CYP19A1	Unknown	15072557
STAT3	CYR61	Unknown	22401280
STAT3	DDIT3	2	23288901
STAT3	DIRAS3	Unknown	23604529
STAT3	DNMT1	1	16861352;21944426
STAT3	DNMT1	Unknown	19887607;23604529
STAT3	EGFR	1	21590492;23504318
STAT3	EPAS1	Unknown	23991099
STAT3	ESR2	1	21546410
STAT3	ETV6	1	15229229
STAT3	F2R	1	23504318
STAT3	FAAH	1	12556536
STAT3	FAS	1	15223310
STAT3	FAS	2	16651438;22313388
STAT3	FGF1	2	14673954
STAT3	FGF2	1	21418908;23086340
STAT3	FGF2	Unknown	16540670
STAT3	FGG	1	11460505
STAT3	FGL1	Unknown	19304666
STAT3	FLT3	1	16418395
STAT3	FOS	1	12600988;14737107;17204573
STAT3	GAST	1	20568281
STAT3	GAST	Unknown	20949125
STAT3	GFAP	1	21833841
STAT3	GFAP	Unknown	11740937
STAT3	GREB1	Unknown	23056300
STAT3	HAMP	1	18671304
STAT3	HAMP	Unknown	16835372
STAT3	HGF	1	12168776
STAT3	HGF	Unknown	23954444
STAT3	HIF1A	1	17597020;18644974;19265129
STAT3	HIF1A	Unknown	23991099
STAT3	HMOX1	1	19129475
STAT3	HP	Unknown	17645497
STAT3	HSPA4	1	19754877
STAT3	HSPB1	1	14715258
STAT3	ICAM1	Unknown	23690481;8675499
STAT3	IFNAR1	1	18550668
STAT3	IFNG	2	18616672
STAT3	IKBKE	1	22330135
STAT3	IL10	1	12817009;18765795
STAT3	IL10	Unknown	10903771;15034082;17404037;18403020;19124156
STAT3	IL11	Unknown	23224145
STAT3	IL1RN	1	20032313
STAT3	IL2	1	18550668
STAT3	IL21	1	18209077
STAT3	IL2RA	Unknown	10068671;11368440;24159173
STAT3	IL6	1	10391682;18765795;20930550;22547075;22927445
STAT3	IL6	2	18616672
STAT3	IL6	Unknown	22105366;22363173
STAT3	IRF1	1	8647845
STAT3	IRF1	Unknown	10068671
STAT3	JAK2	1	17151100
STAT3	JAK2	Unknown	19783654
STAT3	JUNB	1	17204573
STAT3	KLF11	1	18505768
STAT3	KRT17	1	21796151
STAT3	LCAT	Unknown	12032172
STAT3	LEP	1	18242580;19492417
STAT3	LGALS3BP	2	18594176
STAT3	LTBP1	2	22814105
STAT3	MCL1	1	15184887;15805299;16432172;17880940;19523441
STAT3	MCL1	2	22313388
STAT3	MCL1	Unknown	15469392;16317687;18790750;19595668;20654581;22465052
STAT3	MDC1	Unknown	20804538
STAT3	MICA	2	21257710;23686482
STAT3	MMP1	Unknown	16205632;17460772;21410405
STAT3	MMP10	Unknown	16205632
STAT3	MMP14	Unknown	14673954
STAT3	MMP2	1	17533737;19284568;20069389
STAT3	MMP2	2	17533737
STAT3	MMP2	Unknown	16540670
STAT3	MMP3	Unknown	17460772;23967200
STAT3	MMP7	1	18411043
STAT3	MMP7	2	20939893
STAT3	MMP9	2	20067773
STAT3	MUC1	1	17151127;19578748;21325207
STAT3	MUC4	1	18573283
STAT3	MUC4	Unknown	15485908
STAT3	MUC5B	Unknown	15485908
STAT3	MYC	1	15184887;17204573;19259613
STAT3	MYC	2	20067773;22317895
STAT3	MYC	Unknown	10464281;15469392;18184402;20654581
STAT3	MYD88	Unknown	12244150
STAT3	NANOG	1	21689689
STAT3	NLK	Unknown	15764709
STAT3	NME1	1	23583378
STAT3	NOX1	Unknown	19834108
STAT3	NOX4	Unknown	19834108
STAT3	NOX5	1	22348975
STAT3	NR2C2	Unknown	15764709
STAT3	OAS1	2	18550668
STAT3	OPRM1	1	15448191
STAT3	OSM	1	10391682
STAT3	PAX3	2	19074888
STAT3	PGF	2	23042533
STAT3	PHB	Unknown	17324931
STAT3	PIAS3	1	14630083
STAT3	PIM1	1	22273698
STAT3	PIM1	Unknown	10068671
STAT3	POU2F1	Unknown	23172665
STAT3	PPARA	1	24242046
STAT3	PRDM1	1	1702555
STAT3	PRDM1	Unknown	12953803
STAT3	PROS1	Unknown	16840717
STAT3	PSMB5	1	24627483
STAT3	PTEN	1	22055460
STAT3	PTGS2	1	20145033
STAT3	PTGS2	Unknown	21172343
STAT3	PTPN13	1	24191246
STAT3	PTPN6	2	14630083;16825495;21792937
STAT3	PTPN6	Unknown	15870198
STAT3	ROR1	Unknown	20686606
STAT3	S100A11	1	24376686
STAT3	S1PR1	1	21102457
STAT3	SAA1	Unknown	16236134;23391827
STAT3	SALL4	1	19151334
STAT3	SHH	1	22554932
STAT3	SOCS1	1	14630083;20003295;20357037
STAT3	SOCS3	1	11788008;15184887;19332118;20357037;22179221
STAT3	SOCS3	Unknown	23335796
STAT3	STAT1	1	22693070
STAT3	STK11	Unknown	24913037
STAT3	STS	1	21331591
STAT3	TERT	1	20171193;23158658
STAT3	TGFB1	1	16474852
STAT3	TIMP1	1	15161657
STAT3	TIMP1	Unknown	11918744;15920698
STAT3	TNFRSF10B	2	19351839
STAT3	TP53	Unknown	20043094
STAT3	TP63	1	18198175
STAT3	TRH	Unknown	11134186
STAT3	TWIST1	Unknown	17909010
STAT3	TWIST1	1	23623921
STAT3	TWIST1	Unknown	17909010
STAT3	TWIST2	Unknown	17909010
STAT3	TYK2	2	18550668
STAT3	UCP2	2	21344490
STAT3	USP7	2	22750444
STAT3	VDR	2	23424038
STAT3	VEGFA	Unknown	23104276
STAT3	VEGFA	1	11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3	VEGFA	2	17533737;19880237;22313388
STAT3	VEGFA	Unknown	12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
STAT3	VEGFB	Unknown	16899623;21731766
STAT3	ZFP36	1	21606497
STAT4	IFNG	Unknown	9558063;9642277
STAT4	IL2RA	Unknown	10068671
STAT4	IRF1	Unknown	10068671;10358173
STAT4	MYC	1	10702306
STAT4	NOX1	Unknown	19834108
STAT4	NOX4	Unknown	19834108
STAT4	PIM1	Unknown	10068671
STAT4	PRF1	1	12372421
STAT4	S100A4	1	22740693
STAT4	SOCS3	2	14559241
STAT4	TBX21	Unknown	19923468
STAT5	BCL6	2	23716595
STAT5A	BCL2L1	Unknown	11756417
STAT5A	BCL6	2	16819511
STAT5A	CCND1	Unknown	14645506
STAT5A	CCND2	2	22723377
STAT5A	CDKN2B	2	22723377
STAT5A	CEL	Unknown	9841868
STAT5A	CSN2	Unknown	15746097;16832345
STAT5A	ESR1	Unknown	11731618
STAT5A	HRH1	Unknown	24535227
STAT5A	IFNG	1	15528362
STAT5A	SP1	Unknown	17922009
STAT5A	STK11	Unknown	24913037
STAT5A	SUMO1	2	22723377
STAT5B	BCL2L1	1	20585448
STAT5B	BCL6	2	16819511
STAT5B	CCND1	Unknown	14645506
STAT5B	CEL	Unknown	9841868
STAT5B	ESR1	Unknown	11731618
STAT5B	ESR2	Unknown	11731618
STAT5B	IFNG	Unknown	15528362
STAT5B	IGF1	1	22419735
STAT6	ADRA2B	Unknown	15037199
STAT6	ALOX12	Unknown	10657944
STAT6	ALOX15	1	12517954
STAT6	ALOX15	Unknown	10657944
STAT6	CCL11	1	17541284
STAT6	CCL11	2	20169197
STAT6	CCL11	Unknown	10586089;14660485
STAT6	CCL17	1	18191727
STAT6	CCL26	1	11544308;15589317
STAT6	CCL26	Unknown	18342537
STAT6	CD40	Unknown	11086058
STAT6	CISH	Unknown	18342537
STAT6	CNR1	1	18156315
STAT6	COL1A1	1	14603527
STAT6	COL1A2	1	14603527
STAT6	CXCL8	Unknown	16004996
STAT6	CYP2E1	1	20723539
STAT6	CYSLTR1	Unknown	16210619
STAT6	DUSP1	Unknown	18342537
STAT6	EGLN3	Unknown	18342537
STAT6	FCER2	1	9686563
STAT6	FOS	1	11922943
STAT6	FOS	Unknown	18342537
STAT6	FOSB	Unknown	18342537
STAT6	HSD3B2	1	15632317
STAT6	IL13	Unknown	12776189
STAT6	IL1R1	1	8757327
STAT6	IL4	1	12082548;16647686;20214667
STAT6	IL4	Unknown	12605697;12776189;14993689;19419769;20225206
STAT6	IRF4	Unknown	10601358
STAT6	ITGA2B	Unknown	20652946
STAT6	OPRM1	Unknown	20828825
STAT6	ORMDL3	Unknown	23461825
STAT6	PTGS2	1	17237818
STAT6	RHOA	1	19857574
STAT6	SELE	2	9092569
STAT6	SELP	1	10364072
STAT6	SIDT1	Unknown	18342537
STAT6	SLC26A4	1	24429829
STAT6	SOCS1	Unknown	15199062;18342537
STAT6	STAT1	2	19440213
STAT6	TLR4	2	16433852
SUGP1	IL1B	1	9878621
SUPT3H	NEDD4L	1	8649367
SUZ12	HOXA9	Unknown	15225548
SUZ12	IGF2	Unknown	23962719
SUZ12	SNAI2	2	23836662
SUZ12	TWIST1	2	23836662
TAF1	AR	1	20181722
TAF1	CDKN1A	1	17996705
TAF1	LRIG2	Unknown	22721266
TAF1	SRC	Unknown	14993269
TAF1	TBP	Unknown	16858867
TAF4	ATF7	2	16205117
TAF4	CDKN1A	Unknown	17996705
TAF5	CDKN1A	Unknown	17996705
TAL1	ALDH1A2	1	9819382
TAL1	ANGPT2	Unknown	22792348
TAL1	CD34	2	14715640
TAL1	EPOR	Unknown	22982397
TAL1	ERG	1	21536859
TAL1	KRT7	Unknown	20140202
TAL1	MYB	1	22897851
TAL1	MYCN	1	24334727
TAL1	NFKB1	2	16778171
TAL1	TERT	Unknown	19587703
TBC1D22A	ACBD3	Unknown	23572552
TBL1X	MYC	Unknown	20493879
TBP	APP	Unknown	8015372
TBP	BCL2	2	11313951
TBP	BDKRB1	Unknown	15705059
TBP	CCNB1	Unknown	17098936
TBP	CDKN1A	Unknown	17996705
TBP	CRP	Unknown	18684932
TBP	E2F1	Unknown	9400991
TBP	FOS	1	15767669
TBP	FUS	2	19841068
TBP	IGFBP4	Unknown	11058964
TBP	IL6	2	9209275
TBP	LIN28B	1	23494474
TBP	MYC	Unknown	7880838;9797456
TBP	NF1	2	15767669
TBP	PPBP	Unknown	7958954
TBPL1	NF1	1	15767669
TBR1	RELN	Unknown	19165920
TBX2	CDKN1A	2	20624445
TBX2	CDKN2A	2	15300007;20624445
TBX20	FGF10	Unknown	22303449
TBX21	CCR4	2	14500650
TBX21	CHST4	1	22446378
TBX21	CXCR3	1	14500650;21540308
TBX21	FUT7	Unknown	17075044
TBX21	GATA3	Unknown	17075044
TBX21	IFNG	1	17541280;19348920;20977921;21540308
TBX21	IFNG	Unknown	12938094;16498264;16737784;17705132;19879772;20056084;21507199;22521571;24752800
TBX21	IL10	Unknown	21507199
TBX21	IL13	2	18504404;19348920
TBX21	IL4	2	17541280;18504404;19348920
TBX21	IL4	Unknown	22521571
TBX21	NELFCD	Unknown	21930963
TBX21	PTGDR2	2	14500650
TBX21	YY1	Unknown	21272048
TBX3	CDKN1A	2	20624445
TBX3	CDKN2A	2	15300007;20624445
TBX5	CDKN2A	1	20802524
TBX5	GJA5	1	18451335
TBX5	ITGA9	Unknown	23139255
TBX5	MYH6	Unknown	15735645
TBX5	NPPA	1	14573514;18451335
TCF12	CDH1	2	22130667
TCF19	CCNE1	2	15051733
TCF3	AICDA	Unknown	18203819
TCF3	BBC3	2	23684607
TCF3	BTS1	Unknown	9030974
TCF3	CD4	Unknown	17486074
TCF3	CDH1	2	20053763
TCF3	CDK6	2	21788410
TCF3	CDKN1A	1	15856770;23684607
TCF3	CDKN1A	Unknown	19125693
TCF3	CR2	1	11739509
TCF3	EXO1	2	19698732
TCF3	IL5RA	Unknown	19231596
TCF3	INS	Unknown	10567574;9665477
TCF3	MYC	1	22384858
TCF3	MYC	2	21788410
TCF3	POU5F1	2	21725619
TCF3	RAG1	Unknown	21655267
TCF4	ABCB1	1	20459685
TCF4	BCL2	Unknown	23671559
TCF4	BIRC5	Unknown	19131553;19662654;19778454
TCF4	CCND1	1	20459685
TCF4	CCND1	Unknown	19662654;19778454
TCF4	CD44	Unknown	16311123
TCF4	CLEC4C	1	20483924
TCF4	CNTNAP2	1	22777675
TCF4	DEFA5	Unknown	19221600
TCF4	DEFA6	Unknown	19221600
TCF4	FST	Unknown	24667650
TCF4	HECA	2	22100912
TCF4	JUN	Unknown	19671687
TCF4	KLF4	Unknown	18977346
TCF4	LGR5	Unknown	21436631
TCF4	MITF	2	21519923
TCF4	MYC	1	21533051
TCF4	MYC	Unknown	15928669;19561604;19662654;19778454
TCF4	NOTUM	1	18429952
TCF4	NRXN1	1	22777675
TCF4	PLD1	1	20442281
TCF4	PTEN	2	21132538
TCF4	SKP2	Unknown	19174556
TCF4	VCAN	Unknown	19269971
TCF4	VEGFA	1	15940626
TCF4	VIM	1	12750294
TCF4	WNT4	Unknown	21436631
TCF7	SNAI2	Unknown	20128911
TCF7L2	ABCB1	Unknown	10987283
TCF7L2	ACVRL1	Unknown	20803090
TCF7L2	BIRC5	1	20331626
TCF7L2	CTNNB1	Unknown	24317174
TCF7L2	GATA3	Unknown	22951069
TCF7L2	GLCE	Unknown	15853773;22805760
TCF7L2	HECA	2	22100912
TCF7L2	WWC1	Unknown	24072042
TCF7L2	PTGS2	Unknown	11396184
TCF7L2	SNAI2	Unknown	20128911
TCF7L2	STARD7	1	21622533
TCF7L2	STAT3	Unknown	18602747
TCFL5	CD2	2	12923186
TEAD1	ATP6V0A2	1	15878913
TEAD1	MSLN	1	17909009
TEAD1	NAIP	Unknown	23994529
TEAD1	PAX3	Unknown	21687713
TEAD1	SRF	Unknown	24344135
TEAD4	VEGFA	2	22761647
TEF	ALB	1	8617210
TEF	DBP	Unknown	8617210
TEF	NPPB	Unknown	15837525
TFAP2A	ACHE	2	7559515
TFAP2A	ADM	Unknown	10848972
TFAP2A	ADRA1A	Unknown	10520459
TFAP2A	ADRA2B	Unknown	15037199
TFAP2A	APP	Unknown	17651731
TFAP2A	BACE1	Unknown	15059977
TFAP2A	BCL2	2	16533807
TFAP2A	BRS3	1	17355223
TFAP2A	CCNB1	Unknown	7739559
TFAP2A	CD82	1	15580298
TFAP2A	CDH1	1	17224907
TFAP2A	CDH1	2	17224907
TFAP2A	CDKN1A	1	20805990
TFAP2A	CDKN1A	2	11420667
TFAP2A	CDKN1A	Unknown	18955504;21084835
TFAP2A	CFTR	Unknown	10652362
TFAP2A	CGA	Unknown	10648798
TFAP2A	CGB3	Unknown	10648798
TFAP2A	COL1A1	Unknown	10775443
TFAP2A	CRABP2	1	17187826
TFAP2A	CRX	Unknown	12408971
TFAP2A	CRYAB	1	21556774
TFAP2A	CSH1	Unknown	10715552
TFAP2A	CYP11A1	Unknown	10446912
TFAP2A	DBH	Unknown	11146001
TFAP2A	DCBLD2	1	22468095
TFAP2A	DCBLD2	Unknown	20525283
TFAP2A	ECM1	1	17187826
TFAP2A	EGFR	Unknown	8621697
TFAP2A	ERBB2	Unknown	10698518;15870067;18218085;22577344
TFAP2A	ETS1	1	1945412
TFAP2A	F2R	Unknown	20805990
TFAP2A	FAS	Unknown	7528667
TFAP2A	FOXA1	Unknown	22577344
TFAP2A	GALNT3	Unknown	10626815
TFAP2A	GAST	Unknown	2566164
TFAP2A	GPX4	Unknown	10428483
TFAP2A	GUSB	Unknown	15526106
TFAP2A	HGF	2	10860846
TFAP2A	HIP1	Unknown	11517213
TFAP2A	HMOX1	Unknown	8016102
TFAP2A	HOXA4	2	8759021
TFAP2A	HSD17B1	2	9231796
TFAP2A	HSD17B1	Unknown	10419022
TFAP2A	HTT	Unknown	11483245
TFAP2A	IGFBP5	1	7559606
TFAP2A	IMPDH2	Unknown	7896827
TFAP2A	KISS1	1	16260418
TFAP2A	KIT	Unknown	20805990
TFAP2A	KLF12	2	10704285
TFAP2A	KRT5	1	12024040
TFAP2A	L1CAM	Unknown	12077189
TFAP2A	LNPEP	1	15894523
TFAP2A	MCAM	2	20805990
TFAP2A	MMP2	Unknown	10506168;10589685;19853299;19939245;20145123
TFAP2A	MMP9	1	17224907
TFAP2A	MMP9	2	17224907
TFAP2A	MPG	Unknown	10563836
TFAP2A	MUC4	2	17621592
TFAP2A	MUC4	Unknown	11418607
TFAP2A	NME3	1	9067290
TFAP2A	NR3C1	1	7794935
TFAP2A	OAT	Unknown	2373169
TFAP2A	PLAUR	Unknown	17317820
TFAP2A	POLD2	Unknown	10978529
TFAP2A	PRKCA	1	12269829
TFAP2A	PTEN	1	18316341
TFAP2A	PTGS2	Unknown	16423197
TFAP2A	PVR	Unknown	9880562
TFAP2A	SLC19A1	1	12228234
TFAP2A	SNAP91	Unknown	14532018
TFAP2A	SOD2	Unknown	23500038
TFAP2A	SPRY2	Unknown	14644509
TFAP2A	SULT1E1	1	17187826
TFAP2A	TAF7	1	12364593
TFAP2A	TH	Unknown	11146001
TFAP2A	TIMP2	Unknown	8810321
TFAP2A	VEGFA	1	9049304
TFAP2A	VEGFA	Unknown	11731421
TFAP2B	ADIPOQ	2	19325541
TFAP2B	CRYAB	1	21556774
TFAP2B	DRD1	Unknown	10640692
TFAP2B	ERBB2	Unknown	10645007
TFAP2B	PTGDS	1	15743775
TFAP2C	CDKN1A	2	22371483
TFAP2C	CRABP2	1	17187826
TFAP2C	CSTA	Unknown	11095974
TFAP2C	ECM1	1	17187826
TFAP2C	ECM1	Unknown	24023917
TFAP2C	ERBB2	Unknown	10645007
TFAP2C	ESR1	1	11278455;19458056
TFAP2C	GPX1	1	22964634
TFAP2C	MMP2	Unknown	19853299
TFAP2C	RET	Unknown	22878616
TFAP2C	SULT1E1	1	17187826
TFAP4	CDKN1A	1	19270520
TFAP4	CLCN5	Unknown	15086899
TFAP4	IFNG	Unknown	12836278
TFAP4	MDM2	2	19505873
TFAP4	MUC4	Unknown	11418607
TFAP4	PPP2R2B	2	20533062
TFAP4	SALL2	1	21228219
TFCP2	A2M	Unknown	10455131
TFCP2	FGA	Unknown	10455131
TFCP2	GSK3B	Unknown	16973241
TFCP2	PAX6	1	11574690
TFCP2	SPP1	1	20404171;21703197
TFCP2	SRY	Unknown	19902333
TFCP2	TF	1	20796026
TFCP2	TYMS	Unknown	16973241;19622726
TFCP2	WT1	Unknown	10455131
TFCP2L1	CYP11A1	Unknown	18004979
TFDP1	CAV1	Unknown	10684646
TFDP1	CCNE1	1	12029633;14618416
TFDP1	CDK1	1	14618416
TFDP1	DHFR	1	14618416
TFDP1	MYBL2	1	14618416
TFDP1	NRIP1	1	22629304
TFDP1	PCNA	1	14618416
TFDP1	RRM1	1	14618416
TFDP1	TP53	2	8557038
TFDP1	TYMS	1	14618416
TFDP3	E2F1	Unknown	23212661
TFDP3	MAP1LC3B	1	22482402
TFEB	TYR	Unknown	10707962
TFEB	TYRP1	Unknown	10707962
TFPT	EAF1	Unknown	17395368
TFPT	EAF2	2	17395368
TGIF1	SERPINE1	2	19524896
TGIF1	SOX3	2	22293114
THRA	CGA	Unknown	9709914
THRA	SERPINC1	2	8910619
THRB	CGA	2	2480596
THRB	CGA	Unknown	9709914
THRB	POR	Unknown	21393444
TIAL1	PF4	Unknown	9207209
TLE3	RUNX1	2	19403666
TLX1	ALDH1A1	Unknown	18073142;18082256
TLX1	FHL1	Unknown	18073142
TLX1	MYC	1	20618946
TLX1	NR4A3	1	15384172
TNFAIP3	IRF7	2	20392859
TNFAIP3	JUN	2	19124729
TNFAIP3	NFKB1	2	19124729
TNFAIP3	NFKB1	Unknown	24039598
TNFAIP3	RELA	2	19124729
TNFAIP3	RELA	Unknown	24039598
TNFAIP3	SATB1	Unknown	24039598
TOB1	IL2	2	11694881
TOP2B	RUNX1	1	24327541
TP53	ABCB1	2	10029407
TP53	ABCB1	Unknown	18234965
TP53	AFP	2	14522900
TP53	AKT1	2	12485897
TP53	ALKBH2	Unknown	20661249
TP53	ALOX5	Unknown	17018618
TP53	ANKRD1	Unknown	20599664
TP53	ANTXR1	Unknown	11711532
TP53	APAF1	Unknown	11896574;15972851
TP53	APCS	1	15378026
TP53	AQP3	Unknown	11231003
TP53	ATF3	1	12372430
TP53	ADGRB1	Unknown	11875720
TP53	BAX	1	10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53	BAX	Unknown	10559267;11278953;12851404;15988033;19067706;21859835
TP53	BBC3	1	17280505
TP53	BBC3	Unknown	11572983;15988033;18755897;22763818
TP53	BCL2	2	11313951;17693666;19411072;20428827;9000137
TP53	BCL2	Unknown	21859835
TP53	BCL2L1	1	9000137
